Locus Tag	gene	24hr_r1	24hr_r2	24hr_r3	24hr (Avg)
SL1344_1648	sohB	45.78	33.3	33.36	37.48
SL1344_1649	yciK	8.88	13.48	13.14	11.83
SL1344_1650	btuR	19.1	20.14	22.06	20.43
SL1344_1651	yciL	130.37	134.24	123.29	129.3
SL1344_1652	yciO	29.53	28.31	32.24	30.03
SL1344_1653	trpH	34.53	35.55	28.9	32.99
SL1344_1654	trpE	5.23	3.8	3.86	4.3
SL1344_1655	trpD	7.59	8.63	6.15	7.46
SL1344_1656	trpC	11.61	9.54	9.3	10.15
SL1344_1657	trpB	14.87	13.58	14.07	14.17
SL1344_1658	trpA	10.13	16.42	15.44	14
SL1344_1659	yciG	30.95	32.64	26.94	30.18
SL1344_1660	yciF	4.48	4.83	8.25	5.85
SL1344_1661	yciE	3.9	9.61	6.34	6.61
SL1344_1662	katN	19.25	16.3	24.06	19.87
SL1344_1663	ompW	17.66	15.24	15.08	15.99
SL1344_1664		6.97	12.03	8.4	9.14
SL1344_1665	yciC	116.76	125.01	108.39	116.72
SL1344_1666	ispZ	59.05	56.11	71.38	62.18
SL1344_1667	yciA	25.29	24.24	21.63	23.72
SL1344_1668	tonB	80.86	78.63	103.37	87.62
SL1344_1669	yciI	15.22	20.07	27.4	20.9
STnc1270	STnc1270	143.88	155.49	165.24	154.87
SL1344_1670	cls	5.59	6.1	5.3	5.66
SL1344_1671	yciU	53.08	50.06	55.61	52.92
SL1344_1672		11.53	12.09	13.99	12.53
SL1344_1673	oppF	41.52	37.65	27.43	35.53
SL1344_1674	oppD	10.91	10.99	12.55	11.48
SL1344_1675	oppC	11.79	13.68	12.46	12.64
SL1344_1676	oppB	7.04	11.45	6.15	8.21
SL1344_1677	oppA	11.4	14.73	11.79	12.64
SL1344_1678		1.79	3.44	7.21	4.15
SL1344_1679	ychE	6.09	4.59	8.16	6.28
SL1344_1680	adh	126.84	125.03	97.75	116.54
SL1344_1681	tdk	33.32	38.07	47.99	39.8
SL1344_1682	hns	1158.68	1166.37	1013.32	1112.79
SL1344_1683	galU	32.88	34.5	32.61	33.33
SL1344_1684	hnr	17.24	18.66	14.52	16.81
SL1344_1685	ychK	26.14	29.24	27.09	27.49
SL1344_1686	ychJ	15.37	13.56	16.06	15
SL1344_1687	purU	41.81	36.88	33.15	37.28
tRNA_18	tRNA_18	14392.64	13150.91	12785.22	13442.92
SL1344_1688		5.73	2.38	4.22	4.11
SL1344_1689	narI	5.82	6.78	9.47	7.36
SL1344_1690	narJ	3.57	9.89	5.31	6.26
SL1344_1691	narH	11.01	13.54	10.81	11.79
SL1344_1692	narG	13.02	11.69	10.83	11.85
STnc2040	STnc2040	136.29	148.07	103.43	129.26
SL1344_1693	narK	13.51	13.34	10.26	12.37
SL1344_1694	narX	17.72	19.69	18.69	18.7
SL1344_1695	narL	13.43	12.05	11.03	12.17
SL1344_1696	ychP	28.48	26.17	24.37	26.34
SL1344_1697	ychN	40.69	51.25	66.78	52.91
SL1344_1698	chaB	14.7	12.91	14.76	14.12
SL1344_1699	chaA	35.85	41.98	61.04	46.29
SL1344_1700	kdsA	24.41	23.71	18.77	22.3
SL1344_1701	ychA	26.81	27.04	31.71	28.52
SL1344_1702	sirC	19.55	11.8	22.79	18.05
SL1344_1703	hemK	16.23	16.86	15.17	16.09
SL1344_1704	prfA	24.47	29.95	23.18	25.87
SL1344_1705	hemA	89.92	88.57	91.45	89.98
SL1344_1706	hemM	8.14	9.97	10.6	9.57
SL1344_1707	ipk	20.19	22.85	28.37	23.8
SL1344_1708	prs	87.74	76.41	84.64	82.93
SL1344_1709	ychM	7.29	4.88	7.72	6.63
SL1344_1710	ychH	8.11	11.66	12.89	10.88
SL1344_1711	pth	16.88	11.56	9.37	12.6
SL1344_1712	ychF	96.55	86.62	94.39	92.52
SL1344_1713		25.16	32.02	29.07	28.75
SL1344_1714	hyaA	0.5	0.72	0.51	0.58
SL1344_1715		2.51	3.46	3.05	3.01
SL1344_1716	hyaC	4.24	1.85	1.03	2.37
SL1344_1717	hyaD	2.36	0	0.63	1
SL1344_1718	hyaE	1.39	1.34	1.4	1.38
SL1344_1719	hyaF	2.66	2.55	2.67	2.62
SL1344_1720	appC	1.64	2.62	2.93	2.4
SL1344_1721	appB	3.47	1.66	2.66	2.6
SL1344_1722		6.33	12.14	12.71	10.39
SL1344_1723		24.87	26.9	24.77	25.51
SL1344_1724	treA	6.42	6.31	5.51	6.08
SL1344_1725	ymgE	12.2	7.44	17.08	12.24
SL1344_1726	ycgR	2.69	2.21	3.6	2.83
SL1344_1727	emtA	12.45	11.49	15.12	13.02
SL1344_1728	ldcA	5.55	10.34	8.25	8.05
SL1344_1729	cvrA	13.16	12.62	14.26	13.35
SL1344_1730	alr-a	11.58	13.12	11.46	12.05
SL1344_1731	dadA	11.72	9.78	15.55	12.35
SL1344_1732	ycgB	21.96	26.9	20.89	23.25
SL1344_1733	fadR	63.46	60.84	65.05	63.12
SL1344_1734	nhaB	3.65	3.85	5.99	4.49
SL1344_1735	dsbB	49.95	46.87	48.75	48.53
SL1344_1736		3.3	2.38	3.87	3.18
SL1344_1737		34.19	23.41	51.24	36.28
SL1344_1738		55.51	41.39	44.05	46.98
SL1344_1739	ycgN	84.92	74.39	69.14	76.15
SL1344_1740	ycgM	23.08	18.85	29.19	23.71
SL1344_1741	ycgL	25.45	26.84	19.31	23.87
SL1344_1742	minC	39.44	44.68	48.28	44.14
SL1344_1743	minD	69.72	81.14	55.05	68.64
SL1344_1744	minE	23.29	32.48	34.03	29.94
SL1344_1745	rnd	39.24	37.38	36.48	37.7
SL1344_1747	fadD	40.62	37.98	41.3	39.97
SL1344_1748	yeaY	124.1	109.68	131.14	121.64
SL1344_1749	yeaZ	72.14	76.15	80.32	76.2
SL1344_1750	yoaA	28.9	24.03	26.66	26.53
SL1344_1751	yoaB	129.37	138.93	104.72	124.34
SL1344_1752	yoaH	154.2	132.75	138.02	141.66
SL1344_1753	pabB	24.37	20.59	20.74	21.9
SL1344_1754	yeaB	10.23	7.94	8.16	8.78
SL1344_1755	sdaA	36.34	30.29	34.29	33.64
SL1344_1756		3.52	4.55	3.77	3.95
SL1344_1757	yoaE	14.45	15.07	15.12	14.88
SL1344_1759		68.96	55.23	52.41	58.87
SL1344_1760		72.88	69.19	55.87	65.98
SL1344_1761		83.51	78.49	81.14	81.05
SL1344_1762		17.83	11.2	14	14.35
SL1344_1763	yebN	39.31	27.67	40.99	35.99
SL1344_1764	rrmA	50.83	37.38	39.17	42.46
SL1344_1765	ftsI2	20.18	19.96	21.72	20.62
SL1344_1766	cspC	359.82	342.37	542.33	414.84
SL1344_1767	yobF	592.86	606.12	642.29	613.76
SL1344_1768		103.04	112.9	136.03	117.32
SL1344_1769	yobG	104.39	103.85	150.35	119.53
SL1344_1770		2.36	4.52	5.52	4.13
SL1344_1771	kdgR	132.1	150.88	139.48	140.82
SL1344_1772		2.26	2.75	2.61	2.54
SL1344_1773	htpX	447.26	445.94	461.54	451.58
SL1344_1774	prc	86.92	84.25	83.71	84.96
SL1344_1775	proQ	113.73	137.37	113.82	121.64
SL1344_1776	yebR	60.77	85.07	63.94	69.93
SL1344_1777	yebS	14.05	15.15	13.67	14.29
SL1344_1778		13.13	12.07	11.01	12.07
SL1344_1779	yebU	11.16	11.45	11.8	11.47
SL1344_1780		102.53	117.5	96.27	105.43
SL1344_1781	yebW	17.7	21.21	34.56	24.49
SL1344_1782	pphA	8.23	13.71	10.45	10.8
SL1344_1783		39.5	46.1	96.6	60.73
SL1344_1784	sopE2	7.02	9.35	7.05	7.81
SL1344_1785		2.85	8.89	3.34	5.03
SL1344_1786		14.79	17.02	28.92	20.24
SL1344_1787		23.53	30.93	29.71	28.06
SL1344_1788		11.52	10.04	3.51	8.35
SL1344_1789		9.05	15.18	13.63	12.62
SL1344_1790		3.07	3.84	1.9	2.94
SL1344_1791		2.58	3.79	2.05	2.81
SL1344_1792		33.8	31.05	23.57	29.48
SL1344_1793	pagO	18.49	25.11	23.73	22.44
SL1344_1794		48.13	30.76	32.23	37.04
SL1344_1795		39.45	38.26	33.79	37.17
SL1344_1796		1.93	9.25	7.75	6.31
SL1344_1797	pagM	80.47	96.43	102.59	93.17
SL1344_1798		2.31	0	1.55	1.28
SL1344_1799	pagK	451.22	417.86	410.34	426.47
SL1344_1800	mig-3	4.09	4.29	4.74	4.37
SL1344_1801		2.14	2.05	2.87	2.35
SL1344_1802		11.81	11.32	19.2	14.11
SL1344_1803		3.17	1.52	1.06	1.92
SL1344_1804		2.45	4.7	3.28	3.48
SL1344_1805		2.59	5.29	2.6	3.49
SL1344_1806		1.45	5.68	4.42	3.85
RyeA	RyeA	84.5	95.81	140.54	106.95
SdsR	SdsR	71.79	142.95	159.01	124.59
SL1344_1807		19.95	19.12	24.58	21.22
SL1344_1808		38.31	45.98	46.99	43.76
SL1344_1809	yobA	60.78	63.24	67.5	63.84
SL1344_1810	holE	12.25	15.26	13.12	13.54
SL1344_1811		21.47	12.76	24.72	19.65
SL1344_1812	exoX	24.61	26.69	35.13	28.81
SL1344_1813	opdB	150.37	147.58	170.76	156.24
SL1344_1814	yebE	666.32	644.52	811.35	707.39
SL1344_1815	yebF	967.84	966.86	827.06	920.59
SL1344_1816	yebG	813.89	829.6	948.2	863.9
SL1344_1817	purT	27.02	30.94	36.34	31.44
SL1344_1818	eda	50.53	42.12	55.02	49.23
SL1344_1819	edd	17.73	16.25	19.16	17.71
SL1344_1820	zwf	29.22	34.42	38.49	34.04
SL1344_1821	hexR	11.67	7.15	11.72	10.18
SL1344_1822	pykA	28.71	31.46	23.28	27.82
SL1344_1823	msbB	53.37	52.56	36.32	47.42
SL1344_1824	yebA	63.85	60.6	67.49	63.98
SL1344_1825	znuA	90.32	95.49	87.61	91.14
SL1344_1826	znuC	32.83	32.55	31.47	32.28
SL1344_1827	znuB	15.07	18.23	23.06	18.79
SL1344_1828	ruvB	52.45	57.84	62.53	57.61
SL1344_1829	ruvA	164.11	151.58	127.79	147.83
SL1344_1830		8.6	15.67	13.25	12.51
SL1344_1830A		18.86	20.58	21.78	20.41
SL1344_1832	yebB	4.7	4.51	6.93	5.38
SL1344_1833	ruvC	45.41	54.42	53.58	51.13
SL1344_1834	yebC	103.91	100.34	100.16	101.47
SL1344_1835	ntpA	141.45	134.41	143.54	139.8
SL1344_1836	aspS	122.55	109.26	117.08	116.29
SL1344_1837	yecD	10.95	13.83	16.99	13.93
SL1344_1838	yecE	6.54	4.62	4.84	5.34
SL1344_1839	yecN	37.79	42.38	53.95	44.71
SL1344_1840	yecO	42.46	38.52	45.69	42.22
SL1344_1841	yecP	18.27	18.63	20.78	19.23
RyeF	RyeF	345.14	394.4	490.58	410.04
SL1344_1842	cutC	8.32	10.87	8.61	9.27
SL1344_1843	yecM	10.89	10.44	7.29	9.54
SL1344_1844	argS	62.73	54.84	66.06	61.21
SL1344_1845		5.72	6.49	6.35	6.19
SL1344_1846		26.95	24.42	28.98	26.78
SL1344_1847	flhE	7.9	2.07	4.33	4.77
SL1344_1848	flhAa	2.85	4.55	4.08	3.83
SL1344_1849	flhB	1.71	2.58	5.41	3.23
SL1344_1850	cheZ	16.62	15.93	11.71	14.76
SL1344_1851	cheY	10.86	14.58	11.15	12.2
SL1344_1852	cheB	2.68	3.6	7.37	4.55
SL1344_1853	cheR	5.53	4.05	5.44	5.01
SL1344_1854	cheM	3.73	1.95	4.2	3.29
SL1344_1855	cheW	15.12	16.1	14.62	15.28
SL1344_1856	cheA	9.09	5.49	7.02	7.2
SL1344_1857	motB	3.03	2.91	5.48	3.81
SL1344_1858	motA	5.77	2.6	6.82	5.06
SL1344_1859	flhC	91.12	89.69	88.43	89.75
SL1344_1860	flhD	65.18	91.03	83.52	79.91
SL1344_1861	yecG	16.45	11.99	11.46	13.3
SL1344_1862	otsA	17.44	15.77	15.53	16.25
SL1344_1863	otsB	17.89	15.47	17.38	16.91
SL1344_1864	araH	3.54	7.27	10.16	6.99
SL1344_1865	ftnB	15.12	18.25	13.5	15.62
SL1344_1866		10.6	12.7	8.57	10.62
SL1344_1867		1.68	1.61	0.56	1.29
SL1344_1868	ftn	7.37	5.43	13.28	8.69
SL1344_1869	yecH	0	4.52	8.68	4.4
SL1344_1870	tyrP	8.37	9.14	10.75	9.42
SL1344_1871	yecA	123.25	125.87	91.32	113.48
SL1344_1872		79.42	89.42	62.45	77.1
SL1344_1873		13.9	18.58	17.69	16.72
SL1344_1874		36.48	63.44	52.83	50.92
SL1344_1874A		4.44	4.25	5.94	4.88
tRNA_19	tRNA_19	2663.86	3552.51	2499.5	2905.29
tRNA_20	tRNA_20	1669.82	1612.39	1290.55	1524.25
tRNA_21	tRNA_21	12201.18	12660.79	11143.08	12001.68
SL1344_1875	pgsA	8.22	11.33	21.34	13.63
SL1344_1876	uvrC	13.38	16.36	15.44	15.06
SL1344_1877	sirA	54.53	66.27	57.5	59.43
SL1344_1878	yecF	36.46	33.75	29.47	33.23
SL1344_1879	sdiA	8.19	5.61	6.27	6.69
SL1344_1880	yecC	7.49	8.26	10.03	8.59
SL1344_1881	yecS	8.43	8.89	9.6	8.97
SL1344_1882	dcyD	10.57	7.94	8.99	9.17
SL1344_1883	fliY	34.85	36.11	40.08	37.02
SL1344_1884	fliZ	4.6	7.35	3.08	5.01
SL1344_1885	fliA	10.19	7.89	6.56	8.21
SL1344_1887	fliB	4.21	5.83	5.79	5.27
SL1344_1888	fliC	17.49	15.13	17.47	16.7
SL1344_1889	fliD	2.61	4.81	3.9	3.77
SL1344_1890	fliS	3.46	0	4.63	2.7
SL1344_1891	fliT	8.42	5.87	8.2	7.5
SL1344_1892	amyA	5.12	4.73	6.23	5.36
SL1344_1893	yedD	43.08	41.3	52.36	45.58
SL1344_1894	yedE	2	1.49	3.43	2.31
SL1344_1895	yedF	2.42	4.64	1.62	2.89
SL1344_1896		5.11	3.5	3.42	4.01
SL1344_1897	fliE	1.79	0	4.2	2
SL1344_1898	fliF	1.51	1.61	1.01	1.37
SL1344_1899	fliG	4.25	3.26	3.98	3.83
SL1344_1900	fliH	5.18	3.82	3.73	4.24
SL1344_1901	fliI	3.7	3.15	3.44	3.43
SL1344_1902	fliJ	10.81	1.83	4.68	5.77
SL1344_1903	fliK	2.55	0.89	2.79	2.07
SL1344_1904	fliL	1.21	4.05	6.46	3.91
SL1344_1905	fliM	3.65	2.69	3.76	3.36
SL1344_1906	fliN	12.28	4.58	10.5	9.12
SL1344_1907	fliO	1.49	0.72	4	2.07
SL1344_1908	fliP	3.82	5.86	4.61	4.76
SL1344_1909	fliQ	7.33	6.02	8.41	7.26
SL1344_1910	fliR	2.48	4.08	3.33	3.3
SL1344_1911	rcsA	19.89	22.97	14.23	19.03
SL1344_1912	dsrB	42.1	47.32	85.55	58.33
SL1344_1913	yodD	40.95	32.12	14.95	29.34
DsrA	DsrA	72.05	78.49	109.65	86.73
SL1344_1914	mngB	12.1	9.28	8.33	9.9
SL1344_1915	gcpA	8.55	8.2	8.26	8.34
SL1344_1916		50.24	40.87	74.42	55.18
SL1344_1917	yedI	8.97	12.15	13.87	11.66
SL1344_1918	yedA	2.45	1.17	3.89	2.51
SL1344_1919	vsr	21.57	22.98	20.87	21.81
SL1344_1920	dcm	26.39	20.58	24.93	23.97
SL1344_1921	yedJ	23.1	20.59	32.29	25.33
SL1344_1922		22.61	28.9	37.85	29.78
RseX	RseX	0	0	0	0
SL1344_1923	ompS	4.47	3.61	5.99	4.69
SL1344_1924	cspB	447.73	445.78	591.6	495.03
SL1344_1925	umuC	53.09	57.28	55.78	55.38
SL1344_1926	umuD	51.76	61.87	67.52	60.38
SL1344_1927		41.99	38.57	56.23	45.6
SL1344_1927A		23.28	44.63	75.6	47.83
SL1344_1927B		53.09	49.48	56.28	52.95
SL1344_1928	sseK3	253.13	281.81	331.69	288.87
SL1344_1929		6.22	10.11	13.49	9.94
SL1344_1930		3.43	2.61	2.72	2.92
SL1344_1931		4.8	10.58	4.18	6.52
SL1344_1932		2.16	3.63	4.71	3.5
SL1344_1933		2.58	4.46	2.08	3.04
SL1344_1934		0.68	0.65	1.37	0.9
SL1344_1935		7.93	6.59	3.54	6.02
SL1344_1936		6.92	2.04	4.1	4.35
SL1344_1937		2.94	2.82	3.38	3.05
SL1344_1938		6.14	7.56	6.16	6.62
SL1344_1939		4.32	4.97	12.15	7.15
SL1344_1940		5.54	3.03	6.89	5.15
SL1344_1941		2.64	3.07	2.9	2.87
SL1344_1942		0.5	0.96	1.68	1.05
SL1344_1943		1.63	0	2.55	1.39
SL1344_1944		2.09	2.01	0.93	1.68
SL1344_1945		2.62	6.69	4.09	4.46
SL1344_1946		7.04	2.7	5.66	5.13
SL1344_1947		2.1	1.57	2.82	2.16
SL1344_1948		3.7	5.51	3.02	4.08
SL1344_1949		4.09	2.83	2.13	3.01
SL1344_1950		3.58	3.12	2.72	3.14
SL1344_1951		3.36	2.15	3	2.84
SL1344_1952		6.44	2.31	1.62	3.46
SL1344_1953		8.39	14.31	10.62	11.11
SL1344_1954		4.71	0	2.7	2.47
SL1344_1955	rzpR	1.85	2.23	4.03	2.7
SL1344_1956		0.92	1.76	0.92	1.2
SL1344_1957		4.09	3.92	3.29	3.77
SL1344_1958		11.77	21.81	19.96	17.85
SL1344_1959		3.62	2.17	2.72	2.84
SL1344_1960		6.48	3.1	4.49	4.69
SL1344_1961		7.78	10.74	12.09	10.2
SL1344_1962		3.47	3.02	2.96	3.15
SL1344_1963		2.28	0.44	3.06	1.93
SL1344_1964		1.72	2.31	1.84	1.96
SL1344_1965		87.36	100.47	161.79	116.54
STnc1290	STnc1290	102.91	91.69	100.59	98.4
STnc1300	STnc1300	277.57	457.85	427.76	387.73
SL1344_1966		13.09	12.93	15.94	13.99
SL1344_1967		215.19	208.63	204.07	209.3
SL1344_1968		31.98	32.49	20.14	28.21
SL1344_1969		5.11	3.27	5.02	4.46
SL1344_1970		2.61	2	0	1.54
SL1344_1971		3.28	1.57	1.46	2.11
SL1344_1972		2.74	4.81	4.28	3.94
SL1344_1973		4.39	5.51	2.94	4.28
SL1344_1974		2.48	6.17	6.3	4.98
SL1344_1975		4.66	10.04	4.68	6.46
SL1344_1976		12.82	10.1	8.58	10.5
tRNA_22	tRNA_22	2253.25	2361.08	2278.54	2297.62
SL1344_1977	yeeI	14.84	16.26	16.8	15.97
tRNA_23	tRNA_23	11129.33	11483.57	7255.81	9956.24
SL1344_1978		6.8	10.24	9.1	8.72
SL1344_1979		6.55	5.71	10.77	7.67
SL1344_1980		2.07	0.99	2.77	1.95
SL1344_1981		4.66	2.61	1.56	2.94
SL1344_1982		3.25	2.24	2.52	2.67
SL1344_1983		3.26	4.21	5.45	4.31
SL1344_1985		12.2	4.25	15.59	10.68
SL1344_1986	amn	7.17	10.4	10.38	9.31
SL1344_1987		20.74	34.79	22.56	26.03
SL1344_1988		26.27	18.19	21.99	22.15
SL1344_1989		30.36	48.51	44.04	40.97
SL1344_1990	yeeO	4.25	3.52	4.79	4.19
SL1344_1991	erfK	5.15	10.17	10.96	8.76
SL1344_1992	cobT	6.05	5.55	8.81	6.81
SL1344_1993	cobS	6.44	11.27	16.5	11.4
SL1344_1994	cobU	13.95	12.39	13.84	13.39
SL1344_1995	cbiP	12.04	9.24	9.55	10.28
SL1344_1996	cbiO	8.29	5.96	7.64	7.3
SL1344_1997	cbiQ	7.07	9.97	9.75	8.93
SL1344_1998	cbiN	4.01	4.8	5.37	4.73
SL1344_1999	cbiM	3.44	4.03	7.17	4.88
SL1344_2000	cbiL	4.35	2.65	2.91	3.3
SL1344_2001	cbiK	7.09	6.12	4.99	6.07
SL1344_2002	cbiJ	1.42	2.39	3.34	2.38
SL1344_2003	cbiH	3.5	4.84	5.2	4.51
SL1344_2004	cbiG	1.33	3.84	3.4	2.86
SL1344_2005	cbiF	3.64	1.4	1.71	2.25
SL1344_2006	cbiT	3.9	2.34	2.94	3.06
SL1344_2007	cbiE	2.79	1.79	3.43	2.67
SL1344_2008	cbiD	1.98	2.37	3.48	2.61
SL1344_2009	cbiC	3.57	0.85	1.79	2.07
SL1344_2010	cbiB	3.52	3.38	3.15	3.35
SL1344_2011	cbiA	2.04	2.74	2.74	2.51
SL1344_2012	pocR	5.16	8.84	8.15	7.38
SL1344_2013	pduF	4.26	5.44	6.18	5.29
SL1344_2014	pduA	2.98	1.9	1.99	2.29
SL1344_2015	pduB	3.62	1.16	1.08	1.95
SL1344_2016	dhaB	1.35	0.65	0.79	0.93
SL1344_2017	pduD	0	0	1.68	0.56
SL1344_2018	pduE	2.7	3.11	2.17	2.66
SL1344_2019	pduG	2.31	1.47	0.82	1.53
SL1344_2020	pduH	0.8	0.77	2.16	1.24
SL1344_2021	pduJ	0	0.98	4.8	1.93
SL1344_2022	pduK	1.75	1.68	1.57	1.67
SL1344_2023	pduL	3.12	2.14	2.98	2.75
SL1344_2024	pduM	0.57	0	2.3	0.96
SL1344_2025	pduN	2.05	1.96	1.37	1.79
SL1344_2026	pduO	0.84	1.6	2.05	1.5
SL1344_2027	pduP	0.4	0.77	1.49	0.89
SL1344_2028	pduQ	0.25	0.73	1.02	0.67
SL1344_2029	pduS	2.49	0.8	2.37	1.89
SL1344_2030	pduT	3.56	1.46	2.72	2.58
SL1344_2031	pduU	0	0	0.54	0.18
SL1344_2032	pduV	4.36	2.39	1.25	2.67
SL1344_2033	pduW	0.93	1.78	2.33	1.68
SL1344_2034	pduX	9.68	13.77	4.6	9.35
SL1344_2035	yeeX	289.22	275.66	276.42	280.44
SL1344_2036	yeeA	29.82	33.69	42.25	35.25
STnc1650	STnc1650	17.73	16.99	14.51	16.41
SL1344_2037	gyrI	191.19	160.74	149.43	167.12
SL1344_2038	dacD	7.93	5.53	4.99	6.15
SL1344_2039	phsC	6.27	6.01	6.42	6.23
SL1344_2040	phsB	4.39	9.34	5.22	6.32
SL1344_2041	phsA	3.22	4.75	3.23	3.73
SL1344_2042		12.74	12.71	9.53	11.66
SL1344_2043	sopA	0.36	1.61	1.53	1.17
SL1344_2044	sbcB	6.7	7.55	7.78	7.34
SL1344_2045	yeeF	32.21	34.84	39.96	35.67
SL1344_2045A	yoeI	31.8	21.78	39.54	31.04
SL1344_2046	yeeY	16.95	15.95	18.98	17.3
SL1344_2047	yeeZ	47.51	48.17	50.35	48.68
STnc700	STnc700	125	169.9	182.24	159.05
SL1344_2048	hisG	31.33	33.04	32.1	32.16
SL1344_2049	hisD	38.01	37.07	35.15	36.74
SL1344_2050	hisC	31.85	38.79	31.99	34.21
SL1344_2051	hisB	83.15	84.52	69.11	78.93
SL1344_2052	hisH	99.27	92.43	71.24	87.65
SL1344_2053	hisA	43.95	41.4	46.06	43.8
SL1344_2054	hisF	67.15	74.81	58.09	66.68
SL1344_2055	hisI	73.3	62.75	63.9	66.65
SL1344_2056	wzzB	117.76	115.92	125.09	119.59
SL1344_2057	udg	16.91	21.77	16.5	18.39
SL1344_2058	gnd	31.25	35.14	30.05	32.15
SL1344_2059	rfbP	32.1	32.67	34.16	32.98
SL1344_2060	rfbK	16.71	18.84	18.56	18.04
SL1344_2061	cpsB2	19.38	19.89	21.63	20.3
SL1344_2062	rfbN	15.81	19.74	17.38	17.64
SL1344_2063	rfbU	23.63	21.63	22.4	22.55
SL1344_2064	rfbV	10.97	14.3	17.71	14.33
SL1344_2065	rfbX	16.35	20.48	24.23	20.35
SL1344_2066	rfbJ	21.93	21.33	24.13	22.46
SL1344_2067	rfbH	49.98	58.61	54.44	54.34
SL1344_2068	rfbG	42.29	47.8	45.8	45.29
SL1344_2069	rfbF	64.86	68.12	71	67.99
SL1344_2070	rfbI	50.26	57.16	51.33	52.92
SL1344_2071	rfbC	46.52	41.16	68.46	52.05
SL1344_2072	rfbA	17.32	19.07	18.47	18.29
SL1344_2073	rfbD	56.08	51.06	58.11	55.08
SL1344_2074	rfbB	71.91	73.91	68.83	71.55
SL1344_2075	galF	76.61	69.75	83.23	76.53
SL1344_2076	wcaM	4.02	3.46	4.7	4.06
SL1344_2077	wcaL	2.08	2.21	1.24	1.84
SL1344_2078	wcaK	3.52	1.9	3.24	2.89
SL1344_2079	wzx	7.05	3.65	5.23	5.31
SL1344_2080	wcaJ	4.24	5.04	4.74	4.67
SL1344_2081	cpsG	3.5	1.77	2.2	2.49
SL1344_2082	cpsB	3.33	3.76	4.99	4.03
SL1344_2083	wcaI	4.15	4.19	4.78	4.37
SL1344_2084	gmm	0.6	3.43	2.79	2.27
SL1344_2085	fcl	8.17	7	5.28	6.81
SL1344_2086	gmd	3.27	4.82	6.22	4.77
SL1344_2087	wcaF	3.05	0.49	4.77	2.77
SL1344_2088	wcaE	6.42	7.24	7.33	7
SL1344_2089	wcaD	6.03	6.45	6.68	6.39
SL1344_2090	wcaC	2.55	3.77	3.1	3.14
SL1344_2091	wcaB	0	1.66	1.93	1.2
SL1344_2092	wcaA	3.68	5.77	3.14	4.2
SL1344_2093	wzc	4.83	3.88	3.23	3.98
SL1344_2094	wzb	5.02	1.8	2.52	3.11
SL1344_2095	wza	3.74	2.82	2.15	2.9
SL1344_2096	yegH	14.26	9.91	13.49	12.55
SL1344_2097	asmA	48.56	47.57	46.03	47.39
SL1344_2098	dcd	32.48	24.17	33.43	30.03
SL1344_2099	udk	16.26	26.96	20.6	21.27
SL1344_2100	yegE	5.37	6.14	7.32	6.28
SL1344_2101	alkA	3.57	1.86	3.26	2.9
SL1344_2102	yegD	22.08	21.37	25.39	22.95
RyeC	RyeC	1737.22	1961.07	1306.43	1668.24
SL1344_2103		8.4	6.53	7.9	7.61
SL1344_2104	yegN	3.88	2.68	4.17	3.58
SL1344_2105	yegO	2.38	3.77	4.1	3.42
SL1344_2106	yegB	6.78	4.4	5.21	5.46
SL1344_2107	baeS	4.82	6.35	7.93	6.37
SL1344_2108	baeR	15.99	12.72	15.15	14.62
STnc1150	STnc1150	19.99	12.19	27.99	20.06
SL1344_2109		1.59	1.83	2.13	1.85
SL1344_2110		1.57	2.26	1.58	1.81
SL1344_2111		5.87	6.01	5.72	5.87
SL1344_2112	yegQ	22.14	20.63	20.37	21.05
CyaR	CyaR	354.56	397.08	441.54	397.73
SL1344_2113	sseK2	3.23	5.43	3.43	4.03
SL1344_2114	srcA	119.84	120.73	99.29	113.28
SL1344_2115		88.28	101.56	97.4	95.74
SL1344_2116		2.43	0	4.88	2.44
SL1344_2117	yegS	12.22	12.61	13.85	12.89
SL1344_2118	fbaB	26.24	21.3	26.89	24.81
SL1344_2119	yegT	2.22	3.19	3.41	2.94
SL1344_2120	yegU	17.95	15.06	15.59	16.2
SL1344_2121	yegV	6.88	6.59	8.99	7.49
SL1344_2122	yegW	38.89	32.94	39.44	37.09
SL1344_2123	thiD	38.73	40.84	37.72	39.1
SL1344_2124	thiM	31.1	41.67	43.78	38.85
SL1344_2125		9.87	8.6	16.22	11.56
STnc740	STnc740	186.64	211.46	156.79	184.96
SL1344_2126	stcD	29.09	22.26	20.41	23.92
SL1344_2127	stcC	8.03	9.22	9.4	8.88
SL1344_2128	stcB	3.71	4.74	2.76	3.74
SL1344_2129	stcA	2.66	3.57	2.85	3.02
SL1344_2130	yehE	5.01	6.73	8.05	6.6
SL1344_2131	mrp	36.57	39.93	40.81	39.11
SL1344_2132	metG	38.65	38.25	38.41	38.44
SL1344_2133	yehR	13.53	12.97	11.12	12.54
SL1344_2134		4.78	9.17	3.2	5.72
SL1344_2135	yehS	41.01	40.47	37.56	39.68
SL1344_2136	yehT	4.31	7.51	7.34	6.39
SL1344_2137	yehU	8.36	11.7	8.06	9.37
SL1344_2138	yehV	16.18	17.36	12.9	15.48
SL1344_2139	yohO	113.19	93.37	114.57	107.04
SL1344_2140	yehW	6.16	3.32	5.68	5.06
